partyCode,partyName,invoiceNumber,invoiceDate,dueDate,amount
CUST-1074,Al-Khaled General Trading 2,INV-20557,21/7/2026,20/8/2026,78.791
CUST-1494,Al-Anjari Villas  Est. 13,INV-20558,4/10/2025,18/11/2025,992.550
CUST-1287,FAHAD AL-OTAIBI 8,INV-20559,2025-12-28,2026-01-27,KWD 1579.015
CUST-1307,Al-Marzouq Home 8,INV-20560,16/1/2026,16/4/2026,95.275
CUST-1165,Gulf Builders 5,INV-20561,30/9/2025,15/10/2025,212.763
CUST-1413,Desert Rose Interiors  Est. 11,INV-20562,8/7/2026,7/8/2026,439.352
CUST-1211,Ahmad Al-Kandari 6,INV-20563,2026-07-11,2026-07-26,767.670
CUST-1313,Fahaheel  Home Services 8,INV-20564,2026-06-25,2026-08-24,291.644
CUST-1342,GULF FACILITY MANAGEMENT  EST. 9,INV-20565,2026-02-12,2026-03-14,984.661
CUST-1432,Ahmadi Villa Care 11,INV-20566,12/11/2025,10/2/2026,1465.667
CUST-1241,Modern Home Fix-It 7,INV-20567,23/9/2025,22/11/2025,717.295
CUST-1477, First Gulf Interiors 12 ,INV-20568,6/10/2025,20/11/2025,228.564
CUST-1294,Al-Anjari Villas 8,INV-20569,26/3/2026,24/6/2026,903.329
CUST-1458,Al-Qadi Household 12,INV-20570,2026-07-21,2026-08-20,1704.101
CUST-1469,Salmiya Handyman Services 12,INV-20571,4/3/2026,3/4/2026,"1,316.378"
CUST-1484,Al-Duaij Maintenance 13,INV-20572,17/4/2026,17/5/2026,715.392
CUST-1091,Ahmad  Al-Kandari 3,INV-20573,2025-09-30,2025-10-30,1305.637
CUST-1211,Ahmad Al-Kandari 6,INV-20574,2026-05-08,2026-05-23,613.545
CUST-1389,Salmiya Handyman Services 10,INV-20575,1/7/2026,30/8/2026,725.951
CUST-1386,al-wazzan maintenance 10,INV-20576,7/5/2026,6/7/2026,1470.076
CUST-1012,Al-Enezi General Maintenance,INV-20577,2025-12-10,2026-01-09,1183.012
CUST-1169,New Kuwait Contracting 5,INV-20578,2025-09-04,2025-10-04,497.298
CUST-1363,Bayt Al-Jomard 10,INV-20579,24/7/2026,22/10/2026,160.445
CUST-1437,First Gulf Interiors 11,INV-20580,2026-07-22,2026-08-21,1483.551
CUST-1321,Modern Home Fix-It 9,INV-20581,2025-10-13,2025-11-12,"1,612.053"
CUST-1313,Fahaheel Home Services 8,INV-20582,2025-10-22,2025-12-21,316.937
CUST-1084,Al-Duaij Maintenance  Est. 3,INV-20583,2026-04-07,2026-06-06,1645.819
CUST-1493,Desert Rose Interiors 13,INV-20584,26/11/2025,24/2/2026,1453.499
CUST-1067,Al-Marzouq Home  Est. 2,INV-20585,2026-03-09,2026-05-08,1066.024
CUST-1266,Al-Wazzan Maintenance  Est. 7,INV-20586,9/7/2026,23/8/2026,-48.217
CUST-1298,Al-Qadi Household  Est. 8,INV-20587,2026-04-24,2026-06-23,730.574
CUST-1156,Al-Osaimi Maintenance 4,INV-20588,2025-12-13,2025-12-28,1201.350
CUST-1025,Bin Hindi Property  Est.,INV-20589,2025-10-05,2025-10-20,1035.149
CUST-1124,Al-Duaij Maintenance 4,INV-20590,29/4/2026,14/5/2026,1696.323
CUST-1113,Fahaheel Home Services 3,INV-20591,8/11/2025,23/12/2025,"1,288.655"
CUST-1124,Al-Duaij Maintenance 4,INV-20592,2026-01-23,2026-02-07,34.805
CUST-1319,Al-Sanea Property 8,INV-20593,2026-04-29,2026-05-29,344.351
CUST-1179,Nasser Al-Hajeri 5,INV-20594,2025-08-19,2025-10-03,807.406
CUST-1306,Al-Wazzan Maintenance  Est. 8,INV-20595,2026-06-29,2026-07-29,781.334
CUST-1322,Al-Sabah Villa Services  Est. 9,INV-20596,2025-11-27,2026-01-11,100.953
CUST-1076,Al-Osaimi Maintenance 2,INV-20597,29/1/2026,29/4/2026,43.766
CUST-1215,Al-Roumi Renovation 6,INV-20598,9/4/2026,9/5/2026,1523.630
CUST-1345,Bin Hindi Property 9,INV-20599,7/9/2025,6/12/2025,568.246
CUST-1075,Al-Nasser Renovation 2,INV-20600,16/6/2026,15/8/2026,323.345
CUST-1126,Salem Al-Rashidi 4,INV-20601,2026-01-27,2026-02-11,369.212
CUST-1290,Al-Ajmi Interiors 8,INV-20602,1/10/2025,16/10/2025,828.338
CUST-1406,Salem Al-Rashidi 11,INV-20603,2025-11-21,2025-12-06,1180.872
CUST-1260,Al-Ghanim Home Repairs  Est. 7,INV-20604,2026-03-17,2026-06-15,984.518
CUST-1103,continental maintenance co. 3,INV-20605,2026-04-27,2026-05-27,185.034
CUST-1444,Al-Duaij Maintenance  Est. 12,INV-20606,2026-07-09,2026-07-24,1316.179
CUST-1012,Al-Enezi General Maintenance,INV-20607,6/2/2026,8/3/2026,519.544
CUST-1147,Al-Marzouq Home 4,INV-20608,4/6/2026,19/6/2026,"1,581.903"
CUST-1326,Salem Al-Rashidi 9,INV-20609,28/9/2025,27/12/2025,875.939
CUST-1388,Farwaniya Fix-It Center 10,INV-20610,2025-12-16,2026-01-15,524.732
CUST-1047,Fahad Al-Otaibi 2,INV-20611,2026-03-08,2026-03-23,1355.881
CUST-1376,Union Facility Services 10,INV-20612,3/11/2025,1/2/2026,274.798
CUST-1295,Al-Roumi Renovation 8,INV-20613,14/6/2026,14/7/2026,1146.157
CUST-1477,First Gulf Interiors 12,INV-20614,2026-06-25,2026-08-09,839.105
CUST-1244,Al-Duaij Maintenance  Est. 7,INV-20615,25/8/2025,24/9/2025,1202.869
CUST-1131,Ahmad Al-Kandari  Est. 4,INV-20616,14/9/2025,14/10/2025,1158.246
CUST-1192,Ahmadi Villa Care 5,INV-20617,2026-04-23,2026-05-23,205.728
CUST-1263,Continental Maintenance Co.  Est. 7,INV-20618,2026-06-28,2026-07-28,277.617
CUST-1298,Al-Qadi Household  Est. 8,INV-20619,7/9/2025,6/11/2025,1534.328
CUST-1497,Al-Yaqout Villas 13,INV-20620,14/8/2025,29/8/2025,1125.093
CUST-1421,Al-Bahar Property Services  Est. 11,INV-20621,2026-08-04,2026-10-03,1124.797
CUST-1078,Al-Rashed Villas 2,INV-20622,2026-04-10,2026-05-25,1467.047
CUST-1367,Fahad Al-Otaibi 10,INV-20623,2025-08-31,2025-10-15,211.915
CUST-1386,Al-Wazzan Maintenance 10,INV-20624,2025-09-03,2025-11-02,1365.889
CUST-1259,Nasser  Al-Hajeri 7,INV-20625,4/3/2026,2/6/2026,915.274
CUST-1268,"Farwaniya Fix-It Center 7,",INV-20626,2026-03-03,2026-03-18,KD 1243.150
CUST-1313,Fahaheel Home Services 8,INV-20627,2025-11-07,2026-01-06,783.509
CUST-1314,Al-Khaled General Trading 8,INV-20628,13/12/2025,12/1/2026,764.693
CUST-1255,Al-Roumi Renovation 7,INV-20629,2025-11-01,2025-12-01,KWD 1641.536
CUST-1125,Gulf Builders 4,INV-20630,2026-05-23,2026-07-07,1769.521
CUST-1404,Al-Duaij Maintenance 11.,INV-20631,2026-05-30,2026-06-14,"1,657.431"
CUST-1017,Al-Yaqout Villas,INV-20632,28/1/2026,12/2/2026,1249.200
CUST-1011,Ahmad Al-Kandari,INV-20633,2026-07-06,2026-07-21,1459.495
CUST-1280,Al-Fahad Contracting 8,INV-20634,2025-09-02,2025-10-17,1547.221
CUST-1131,Ahmad Al-Kandari  Est. 4,INV-20635,20/7/2026,19/8/2026,KD 382.464
CUST-1447,Fahad Al-Otaibi 12,INV-20636,2025-12-08,2025-12-23,628.096
CUST-1390,Hawally Repair Shop 10,INV-20637,12/5/2026,10/8/2026,23.862
CUST-1336,Union Facility Services  Est. 9,INV-20638,7/5/2026,6/6/2026,646.421
CUST-1002,Al-Sabah Villa Services,INV-20639,23/2/2026,10/3/2026,1382.001
CUST-1409,New Kuwait Contracting 11,INV-20640,23/10/2025,7/12/2025,1198.512
CUST-1250,AL-AJMI INTERIORS 7,INV-20641,2025-08-30,2025-10-29,1677.957
CUST-1272,Ahmadi Villa Care 7,INV-20642,23/8/2025,21/11/2025,741.703
CUST-1117,First Gulf Interiors 3,INV-20643,2026-08-05,2026-08-20,369.396
CUST-1350,Hawally Repair Shop 9,INV-20644,2026-05-02,2026-06-01,1222.330
CUST-1224,Al-Zamil Villas 6,INV-20645,2026-02-20,2026-03-22,813.248
CUST-1222,Gulf Facility Management 6,INV-20646,23/5/2026,7/7/2026,118.755
CUST-1365,Gulf Builders  Est. 10  ,INV-20647,10/7/2026,24/8/2026,1392.315
CUST-1434,Al-Khaled General Trading 11,INV-20648,9/8/2025,7/11/2025,695.544
CUST-1275,Al-Nasser Renovation 7,INV-20649,5/9/2025,5/10/2025,203.742
CUST-1397,First Gulf Interiors  Est. 10.,INV-20650,2026-03-15,2026-06-13,269.482
CUST-1307,Al-Marzouq Home 8.,INV-20651,9/12/2025,9/3/2026,1121.669
CUST-1435,Al-Nasser Renovation  Est. 11,INV-20652,6/10/2025,4/1/2026,831.248
CUST-1469,Salmiya Handyman Services 12,INV-20653,2026-04-10,2026-05-10,1397.412
CUST-1317,First Gulf Interiors 8,INV-20654,2025-10-16,2025-12-15,1310.459
CUST-1028,"Farwaniya Fix-It Center  Est.,",INV-20655,16/6/2026,15/8/2026,384.102
CUST-1495,Al-Roumi Renovation 13,INV-20656,29/6/2026,28/8/2026,514.515
CUST-1205,Gulf Builders  Est. 6,INV-20657,10/7/2026,24/8/2026,1020.259
CUST-1437,First Gulf Interiors 11,INV-20658,31/5/2026,30/6/2026,1324.891
CUST-1119,Al-Sanea Property 3,INV-20659,2025-12-20,2026-01-19,KWD 581.474
CUST-1310,Hawally Repair Shop 8,INV-20660,2026-07-23,2026-09-21,208.615
CUST-1076,Al-Osaimi Maintenance 2,INV-20661,14/6/2026,12/9/2026,98.847
CUST-1259,Nasser Al-Hajeri 7,INV-20662,19/1/2026,19/4/2026,500.925
CUST-1267,Al-Marzouq Home 7,INV-20663,2026-07-15,2026-08-29,344.913
CUST-1402,Al-Sabah Villa Services 11,INV-20664,3/2/2026,18/2/2026,1046.640
CUST-1118,Al-Rashed Villas 3,INV-20665,3/12/2025,2/1/2026,1173.933
CUST-1015,Al-Roumi Renovation  Est.,INV-20666,31/8/2025,15/9/2025,957.067
CUST-1237,First Gulf Interiors 6,INV-20667,14/9/2025,13/11/2025,1115.165
CUST-1368,Al-Mutairi Est. 10,INV-20668,16/7/2026,15/8/2026,1435.668
CUST-1191,Jahra Building Supplies Buyer  Est. 5,INV-20669,18/7/2026,16/10/2026,728.353
CUST-1162,al-sabah villa services 5,INV-20670,13/8/2025,27/9/2025,291.423
CUST-1069,salmiya handyman services 2,INV-20671,16/4/2026,15/6/2026,463.640
CUST-1387,Al-Marzouq Home 10,INV-20672,2026-07-27,2026-09-25,854.020
CUST-1224,Al-Zamil Villas 6,INV-20673,21/3/2026,20/4/2026,KD 760.603
CUST-1450,Al-Ajmi Interiors  Est. 12,INV-20674,10/5/2026,9/7/2026,1526.037
CUST-1250,Al-Ajmi  Interiors 7,INV-20675,25/6/2026,24/8/2026,1146.331
CUST-1275,Al-Nasser Renovation 7,INV-20676,16/9/2025,16/10/2025,464.784
CUST-1188,Farwaniya Fix-It Center 5,INV-20677,2026-05-05,2026-07-04,1041.369
CUST-1256,Union Facility Services  Est. 7,INV-20678,2026-02-22,2026-03-24,1707.145
CUST-1302, Gulf Facility Management 8 ,INV-20679,2025-10-14,2025-11-28,455.362
CUST-1321,Modern Home Fix-It 9,INV-20680,30/10/2025,29/11/2025,1579.023
CUST-1469,Salmiya Handyman Services 12,INV-20681,2026-06-01,2026-07-01,1281.184
CUST-1264,Al-Zamil Villas 7,INV-20682,4/9/2025,3/12/2025,1256.706
CUST-1190,Hawally Repair Shop 5,INV-20683,31/8/2025,15/10/2025,365.903
CUST-1106,AL-WAZZAN MAINTENANCE  EST. 3,INV-20684,2025-11-05,2025-12-05,1243.691
CUST-1202,al-sabah villa services 6,INV-20685,2025-12-03,2026-01-02,1439.325
CUST-1222,Gulf Facility Management 6,INV-20686,24/9/2025,8/11/2025,1578.939
CUST-1064,Al-Zamil Villas 2,INV-20687,6/7/2026,20/8/2026,1344.876
CUST-1208,Al-Mutairi Est. 6,INV-20688,7/8/2026,21/9/2026,1146.372
CUST-1370,Al-Ajmi Interiors 10,INV-20689,6/1/2026,20/2/2026,1658.624
CUST-1473,Fahaheel Home Services  Est. 12.,INV-20690,14/4/2026,14/5/2026,719.610
CUST-1283,Bayt Al-Jomard  Est. 8,INV-20691,5/4/2026,4/7/2026,510.151
CUST-1468,Farwaniya Fix-It Center  Est. 12,INV-20692,11/11/2025,26/12/2025,597.846
CUST-1294,Al-Anjari Villas 8,INV-20693,18/12/2025,18/3/2026,1535.544
CUST-1083,Bayt Al-Jomard 3,INV-20694,22/3/2026,20/6/2026,611.508
CUST-1250,Al-Ajmi Interiors 7,INV-20695,3/10/2025,2/12/2025,651.476
CUST-1169,New Kuwait Contracting 5,INV-20696,2025-08-18,2025-09-17,615.648
CUST-1035,Al-Nasser Renovation  Est.,INV-20697,2026-04-06,2026-05-21,884.274
CUST-1010,Al-Ajmi Interiors  Est.,INV-20698,24/2/2026,11/3/2026,1344.033
CUST-1250,AL-AJMI INTERIORS 7,INV-20699,2025-11-27,2026-01-26,1586.086
CUST-1390,Hawally Repair Shop 10,INV-20700,1/2/2026,2/5/2026,1621.551
CUST-1446,Salem Al-Rashidi 12,INV-20701,14/2/2026,16/3/2026,1043.957
CUST-1470,Hawally Repair Shop 12,INV-20702,2026-07-14,2026-09-12,KD 1558.733
CUST-1486,Salem Al-Rashidi 13,INV-20703,21/9/2025,6/10/2025,576.527
CUST-1318,"Al-Rashed Villas 8,",INV-20704,2025-10-21,2026-01-19,1669.016
CUST-1315,Al-Nasser Renovation 8,INV-20705,2025-08-21,2025-10-05,747.012
CUST-1354,Al-Khaled General Trading  Est. 9,INV-20706,22/8/2025,21/9/2025,795.552
CUST-1387,Al-Marzouq Home 10,INV-20707,10/8/2025,9/10/2025,101.704
CUST-1151,Jahra Building Supplies Buyer 4,INV-20708,2026-03-16,2026-04-30,467.447
CUST-1099,Nasser Al-Hajeri 3,INV-20709,23/10/2025,22/11/2025,1152.503
CUST-1402,Al-Sabah Villa Services 11,INV-20710,2025-08-07,2025-08-22,1539.290
CUST-1159,Al-Sanea Property 4,INV-20711,2025-11-02,2025-12-02,518.944
CUST-1376,Union Facility Services 10,INV-20712,22/8/2025,20/11/2025,716.816
CUST-1338,Al-Qadi  Household 9.,INV-20713,20/4/2026,5/5/2026,699.432
CUST-1325,gulf builders 9,INV-20714,2026-04-04,2026-05-19,KWD 569.452
CUST-1302,Gulf Facility Management 8,INV-20715,18/7/2026,1/9/2026,64.518
CUST-1202,Al-Sabah Villa Services 6,INV-20716,16/7/2026,15/8/2026,923.332
CUST-1393,Fahaheel Home Services 10,INV-20717,2025-11-14,2025-12-14,586.225
CUST-1173, Desert Rose Interiors  Est. 5 ,INV-20718,14/6/2026,14/7/2026,-117.353
CUST-1123,Bayt Al-Jomard 4.,INV-20719,2026-05-23,2026-06-07,373.677
CUST-1288,Al-Mutairi Est. 8,INV-20720,2025-09-03,2025-10-03,111.445
CUST-1068,Farwaniya Fix-It Center 2,INV-20721,2025-09-20,2025-10-20,967.896
CUST-1066,Al-Wazzan  Maintenance 2,INV-20722,2026-06-30,2026-07-30,791.253
CUST-1261,Al-Bahar  Property Services  Est. 7,INV-20723,2025-08-24,2025-10-08,KWD 1131.765
CUST-1313,Fahaheel Home Services 8,INV-20724,31/12/2025,1/3/2026,241.075
CUST-1448,Al-Mutairi  Est.  Est. 12,INV-20725,2025-12-17,2026-01-31,1325.596
CUST-1080,Al-Fahad Contracting 3,INV-20726,26/12/2025,24/2/2026,KWD 391.936
CUST-1399,Al-Sanea Property 10,INV-20727,17/7/2026,15/9/2026,KWD 921.966
CUST-1361,Modern Home Fix-It 10,INV-20728,2025-09-21,2025-11-20,934.160
CUST-1063,Continental Maintenance Co.  Est. 2,INV-20729,2026-05-09,2026-08-07,195.910
CUST-1468,  Farwaniya Fix-It Center  Est. 12,INV-20730,2026-05-05,2026-06-19,1290.275
CUST-1368,Al-Mutairi Est. 10,INV-20731,2026-02-13,2026-03-15,1118.929
CUST-1476,Al-Osaimi Maintenance 12,INV-20732,1/6/2026,31/7/2026,334.789
CUST-1449,New Kuwait Contracting  Est. 12,INV-20733,2026-06-17,2026-09-15,728.792
CUST-1106,Al-Wazzan Maintenance  Est. 3,INV-20734,27/7/2026,26/8/2026,555.281
CUST-1102,GULF FACILITY MANAGEMENT 3  ,INV-20735,16/10/2025,15/11/2025,1599.354
CUST-1061,Al-Bahar Property Services  Est. 2,INV-20736,2026-06-29,2026-09-27,617.022
CUST-1495,Al-Roumi Renovation 13,INV-20737,26/6/2026,25/8/2026,559.350
CUST-1071,JAHRA BUILDING SUPPLIES BUYER 2,INV-20738,2026-01-23,2026-04-23,790.336
CUST-1018,Al-Qadi Household,INV-20739,2026-06-24,2026-07-24,1331.001
CUST-1154,Al-Khaled General Trading 4,INV-20740,6/5/2026,4/8/2026,1337.933
CUST-1296,UNION FACILITY SERVICES 8,INV-20741,2025-08-07,2025-10-06,605.665
CUST-1073,Fahaheel Home Services 2,INV-20742,2025-09-02,2025-10-02,699.531
CUST-1243,Bayt Al-Jomard 7,INV-20743,4/12/2025,19/12/2025,1073.556
CUST-1360,Al-Fahad Contracting 10,INV-20744,6/1/2026,5/2/2026,585.477
CUST-1266,Al-Wazzan Maintenance  Est. 7,INV-20745,7/8/2025,21/9/2025,1558.326
CUST-1187,Al-Marzouq Home 5  ,INV-20746,29/12/2025,12/2/2026,63.467
CUST-1273,Fahaheel Home Services 7,INV-20747,27/1/2026,27/4/2026,243.445
CUST-1488,Al-Mutairi Est. 13  ,INV-20748,12/4/2026,27/5/2026,1107.987
CUST-1271,Jahra Building Supplies Buyer  Est. 7,INV-20749,2025-08-22,2025-09-21,916.066
CUST-1136,Union Facility Services 4,INV-20750,14/1/2026,15/3/2026,159.659
CUST-1245,Gulf Builders 7  ,INV-20751,2025-10-13,2025-11-12,KWD 280.709
CUST-1337,Al-Yaqout Villas 9,INV-20752,2025-09-03,2025-10-18,924.143
CUST-1340,AL-GHANIM HOME REPAIRS 9,INV-20753,9/1/2026,9/4/2026,567.507
CUST-1359,Al-Sanea Property 9,INV-20754,18/8/2025,2/10/2025,344.563
CUST-1372,Al-Enezi General Maintenance  Est. 10,INV-20755,27/7/2026,26/8/2026,475.222
CUST-1448,Al-Mutairi Est.  Est. 12.,INV-20756,12/9/2025,27/10/2025,994.818
CUST-1403,Bayt Al-Jomard 11  ,INV-20757,21/5/2026,5/7/2026,1398.597
CUST-1342,Gulf Facility Management  Est. 9,INV-20758,28/8/2025,27/9/2025,533.605
CUST-1342,Gulf Facility Management  Est. 9,INV-20759,13/8/2025,12/9/2025,95.625
CUST-1153,Fahaheel Home Services 4,INV-20760,2026-02-16,2026-03-03,602.948
CUST-1466,Al-Wazzan Maintenance 12,INV-20761,14/4/2026,29/4/2026,KD 1323.072
CUST-1069,Salmiya Handyman Services 2,INV-20762,2025-10-23,2025-12-22,1294.401
CUST-1368,Al-Mutairi Est. 10  ,INV-20763,19/2/2026,21/3/2026,1448.572
CUST-1371,Ahmad Al-Kandari 10  ,INV-20764,27/3/2026,26/4/2026,1792.048
CUST-1297,Al-Yaqout  Villas 8,INV-20765,2026-07-14,2026-07-29,1396.123
CUST-1112,Ahmadi Villa Care 3,INV-20766,2025-10-24,2025-11-23,1402.376
CUST-1147,AL-MARZOUQ HOME 4,INV-20767,1/11/2025,16/11/2025,845.719
CUST-1128,Al-Mutairi Est. 4,INV-20768,2025-11-03,2025-12-18,919.502
CUST-1088,Al-Mutairi Est. 3,INV-20769,2026-01-04,2026-03-05,1032.216
CUST-1174,Al-Anjari Villas 5,INV-20770,2025-09-09,2025-10-09,313.063
CUST-1356,Al-Osaimi Maintenance 9,INV-20771,2026-05-29,2026-06-13,371.642
CUST-1455,Al-Roumi Renovation 12,INV-20772,2026-02-03,2026-04-04,380.297
CUST-1210,Al-Ajmi Interiors 6,INV-20773,8/9/2025,8/10/2025,737.479
CUST-1018,Al-Qadi Household,INV-20774,8/5/2026,7/6/2026,237.266
CUST-1054,Al-Anjari Villas  Est. 2.,INV-20775,2025-08-15,2025-10-14,1208.075
CUST-1052,Al-Enezi General Maintenance  Est. 2,INV-20776,2026-06-30,2026-07-15,1648.214
CUST-1107,Al-Marzouq Home 3,INV-20777,2026-02-24,2026-05-25,KWD 1729.985
CUST-1173,Desert Rose Interiors  Est. 5,INV-20778,7/10/2025,6/11/2025,160.282
CUST-1060,Al-Ghanim Home Repairs  Est. 2,INV-20779,2026-02-22,2026-04-08,KWD 279.574
CUST-1498,Al-Qadi Household  Est. 13,INV-20780,23/5/2026,7/6/2026,1010.591
CUST-1137,Al-Yaqout Villas 4,INV-20781,2025-09-18,2025-11-17,1173.023
CUST-1481,Modern Home Fix-It 13,INV-20782,2026-03-06,2026-06-04,920.103
CUST-1433,Fahaheel Home Services 11,INV-20783,2026-03-26,2026-06-24,1709.170
CUST-1262, Gulf Facility Management 7 ,INV-20784,2026-01-01,2026-04-01,1567.636
CUST-1210,Al-Ajmi Interiors 6,INV-20785,2025-10-12,2025-11-11,1540.584
CUST-1126,Salem Al-Rashidi 4,INV-20786,27/11/2025,12/12/2025,1304.393
CUST-1061,Al-Bahar Property Services  Est. 2,INV-20787,2026-02-03,2026-05-04,808.255
CUST-1111,Jahra Building Supplies Buyer 3,INV-20788,2026-02-28,2026-03-30,1619.008
CUST-1340,Al-Ghanim Home Repairs 9,INV-20789,2026-04-29,2026-07-28,202.686
CUST-1178,Al-Qadi Household 5,INV-20790,2026-02-04,2026-04-05,172.261
CUST-1489,New Kuwait Contracting 13,INV-20791,24/2/2026,26/3/2026,1128.302
CUST-1472,Ahmadi Villa Care 12,INV-20792,2026-01-22,2026-02-06,KD 1120.567
CUST-1167,Fahad Al-Otaibi  Est. 5,INV-20793,2026-04-10,2026-05-25,"1,148.774"
CUST-1194,Al-Khaled General Trading 5,INV-20794,26/2/2026,28/3/2026,149.815
CUST-1097,Al-Yaqout Villas 3,INV-20795,29/4/2026,28/7/2026,1168.424
CUST-1142,Gulf Facility Management 4,INV-20796,6/8/2026,5/10/2026,1521.899
CUST-1099,Nasser Al-Hajeri 3,INV-20797,2026-02-18,2026-03-20,992.700
CUST-1419,Nasser  Al-Hajeri 11,INV-20798,2025-10-16,2026-01-14,1066.196
CUST-1045,Gulf Builders  Est. 2,INV-20799,22/2/2026,23/5/2026,43.456
CUST-1404,Al-Duaij Maintenance 11,INV-20800,18/12/2025,2/1/2026,978.869
CUST-1274,Al-Khaled General Trading 7,INV-20801,2025-10-07,2025-12-06,712.767
CUST-1032,Ahmadi Villa Care  Est.,INV-20802,2026-01-16,2026-02-15,907.527
CUST-1424,Al-Zamil Villas 11,INV-20803,29/5/2026,13/7/2026,1417.702
CUST-1231,Jahra Building Supplies Buyer  Est. 6,INV-20804,1/9/2025,31/10/2025,604.105
CUST-1299,Nasser Al-Hajeri 8,INV-20805,2026-03-02,2026-04-01,KD 358.129
CUST-1462,Gulf  Facility Management 12,INV-20806,21/1/2026,7/3/2026,1706.559
CUST-1423,Continental Maintenance Co. 11,INV-20807,2026-07-17,2026-08-16,460.006
CUST-1429,Salmiya Handyman Services 11,INV-20808,3/10/2025,2/12/2025,832.238
CUST-1487,Fahad Al-Otaibi 13,INV-20809,21/4/2026,21/5/2026,1734.962
CUST-1144, Al-Zamil Villas 4 .,INV-20810,2026-07-18,2026-09-16,628.964
CUST-1446,Salem Al-Rashidi 12,INV-20811,4/8/2026,3/9/2026,1549.679
CUST-1089,New Kuwait Contracting 3,INV-20812,5/5/2026,4/6/2026,931.313
CUST-1136,Union Facility Services 4,INV-20813,2025-10-19,2025-12-18,1658.491
CUST-1175,Al-Roumi Renovation 5,INV-20814,2025-11-03,2026-01-02,862.774
CUST-1156,Al-Osaimi Maintenance 4,INV-20815,22/7/2026,6/8/2026,727.083
CUST-1089,New Kuwait Contracting 3.,INV-20816,2026-01-10,2026-02-09,1470.155
CUST-1065,Bin Hindi Property  Est. 2,INV-20817,23/7/2026,22/8/2026,271.951
CUST-1357,First Gulf Interiors 9,INV-20818,11/4/2026,10/7/2026,462.129
CUST-1091,Ahmad Al-Kandari 3,INV-20819,2026-03-23,2026-04-22,811.329
CUST-1207,Fahad Al-Otaibi 6.,INV-20820,2026-07-21,2026-08-20,505.932
CUST-1201,Modern Home Fix-It  Est. 6,INV-20821,2025-10-26,2025-12-25,1762.349
CUST-1203,Bayt  Al-Jomard  Est. 6,INV-20822,5/6/2026,20/6/2026,129.517
CUST-1001,Modern Home Fix-It  Est.,INV-20823,2026-07-06,2026-10-04,KD 297.437
CUST-1158,Al-Rashed Villas 4,INV-20824,2026-01-13,2026-01-28,525.033
CUST-1411,Ahmad Al-Kandari 11,INV-20825,11/4/2026,10/6/2026,936.031
CUST-1032,Ahmadi Villa Care  Est.,INV-20826,2026-06-21,2026-07-21,841.442
CUST-1472,Ahmadi Villa Care 12,INV-20827,11/8/2025,26/8/2025,1599.559
CUST-1263,Continental Maintenance Co.  Est. 7,INV-20828,2025-08-29,2025-09-28,1735.470
CUST-1411,"Ahmad Al-Kandari 11,",INV-20829,2026-06-01,2026-07-31,"1,634.674"
CUST-1299,Nasser Al-Hajeri 8,INV-20830,6/7/2026,5/8/2026,448.988
CUST-1482,Al-Sabah Villa Services 13,INV-20831,12/7/2026,27/7/2026,759.121
CUST-1342,Gulf Facility Management  Est. 9,INV-20832,10/2/2026,12/3/2026,946.490
CUST-1274,  Al-Khaled General Trading 7,INV-20833,22/8/2025,21/10/2025,1253.275
CUST-1380,Al-Ghanim Home Repairs 10,INV-20834,14/12/2025,13/1/2026,1656.254
CUST-9174, AL-BAHAR PROPERTY SERVICES  EST. 11 ,INV-20835,23/5/2026,22/7/2026,1652.220
CUST-1147,Al-Marzouq Home 4,INV-20836,27/7/2026,11/8/2026,145.373
CUST-1475,Al-Nasser Renovation 12,INV-20837,6/10/2025,4/1/2026,1663.565
CUST-1193,Fahaheel Home Services 5,INV-20838,23/6/2026,23/7/2026,515.810
CUST-1088,Al-Mutairi Est. 3,INV-20839,28/10/2025,27/12/2025,550.493
CUST-1036,Al-Osaimi  Maintenance,INV-20840,2025-10-26,2025-12-25,1375.043
CUST-1101,"Al-Bahar Property Services 3,",INV-20841,2026-07-27,2026-08-26,1377.335
CUST-1387,Al-Marzouq Home 10,INV-20842,2026-02-28,2026-04-29,1573.643
CUST-1482,Al-Sabah Villa Services 13,INV-20843,18/2/2026,5/3/2026,1409.602
CUST-1291,Ahmad Al-Kandari 8,INV-20844,2026-05-10,2026-08-08,"1,661.558"
CUST-1425,Bin Hindi Property 11,INV-20845,2026-05-15,2026-06-29,665.043
CUST-1096,Union Facility Services  Est. 3,INV-20846,2026-07-03,2026-08-17,1627.800
CUST-1300,Al-Ghanim Home Repairs 8,INV-20847,2026-03-20,2026-04-19,KWD 1619.411
CUST-1443,Bayt Al-Jomard  Est. 12,INV-20848,4/4/2026,19/5/2026,1478.768
CUST-1033,Fahaheel Home Services,INV-20849,20/8/2025,4/10/2025,1709.002
CUST-1219,Nasser Al-Hajeri  Est. 6,INV-20850,17/12/2025,17/3/2026,KD 841.986
CUST-1436,Al-Osaimi Maintenance 11,INV-20851,2025-12-16,2026-01-15,450.318
CUST-1240,Al-Fahad Contracting 7,INV-20852,2025-09-19,2025-10-19,1436.687
CUST-1138,Al-Qadi Household 4,INV-20853,2026-04-23,2026-05-23,612.166
CUST-1304,Al-Zamil Villas 8,INV-20854,2025-12-21,2026-02-04,985.476
CUST-1042,Al-Sabah Villa Services 2  ,INV-20855,21/9/2025,21/10/2025,716.865
